SITEVISITID,REGION,ISLAND,SITE,REEF_ZONE,DEPTH_BIN,MISSIONID,OBS_YEAR,DATE_,HABITAT_CODE,LATITUDE_LOV,LONGITUDE_LOV,EXCLUDE_FLAG,new_MIN_DEPTH_M,new_MAX_DEPTH_M,Benthic,Fish,SEC_NAME,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,TUT2012,OTHER_AREA_GROUPING,SPECIAL_PROJ_YN,SPECIAL_PROJ_DESCRIPTION
13380,MHI,Maui,MAI-02820,Forereef,Deep,SE1902_MHI_LEG3,2019,8/6/2019,ROB,20.62719,-156.116,0,18.3,22.9,0,1,MAI_SE,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9649,MHI,Maui,MAI-01883,Forereef,Shallow,HA1606,2016,7/14/2016,ROB,20.83153,-156.1145,0,3.6,7,0,1,MAI_NE,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
13385,MHI,Maui,MAI-02664,Forereef,Deep,SE1902_MHI_LEG3,2019,8/6/2019,PSC,20.62995,-156.1114,0,18.28711,18.59189,1,0,MAI_SE,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
12733,MHI,Maui,MAI-02391,Forereef,Mid,SE1902_MHI_LEG1,2019,4/27/2019,ROB,20.82684,-156.1049,0,8.8,11.2,0,1,MAI_NE,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6029,MHI,Maui,MAI-00484,Forereef,Shallow,HA1304,2013,8/9/2013,ROB,20.82797066,-156.1005784,0,1.85928,2.4384,0,1,MAI_NE,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13376,MHI,Maui,MAI-02445,Forereef,Deep,SE1902_MHI_LEG3,2019,8/6/2019,ROB,20.64187,-156.0911,0,18.3,25.6,0,1,MAI_SE,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9656,MHI,Maui,MAI-02104,Forereef,Mid,HA1606,2016,7/14/2016,ROB,20.8295,-156.0858,0,10.05791,11.58183,1,0,MAI_NE,RANDOM,RAMP_BASIC,2016,NA,NA,0,
12742,MHI,Maui,MAI-02396,Forereef,Deep,SE1902_MHI_LEG1,2019,4/27/2019,ROB,20.82482,-156.0749,0,17.5,20,0,1,MAI_NE,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9650,MHI,Maui,MAI-01867,Forereef,Deep,HA1606,2016,7/14/2016,PSC,20.82326,-156.0728,0,18.5,23.7,0,1,MAI_NE,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
6028,MHI,Maui,MAI-00471,Forereef,Deep,HA1304,2013,8/9/2013,ROB,20.81943302,-156.0658485,0,22,24.3,0,1,MAI_NE,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6022,MHI,Maui,MAI-00493,Forereef,Mid,HA1304,2013,8/9/2013,ROB,20.81488634,-156.0631349,0,8.2,9.4,0,1,MAI_NE,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
12740,MHI,Maui,MAI-02398,Forereef,Deep,SE1902_MHI_LEG1,2019,4/27/2019,ROB,20.81808,-156.0623,0,22.3,23,0,1,MAI_NE,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6034,MHI,Maui,MAI-01567,Forereef,Deep,HA1304,2013,8/9/2013,ROB,20.81662157,-156.0612207,0,24.07802499,24.38281012,1,0,MAI_NE,RANDOM,RAMP_BASIC,2013,NA,NA,0,
7501,MHI,Hawaii,HAW-02399,Forereef,Mid,HA1503,2015,6/16/2015,AGR,19.725837,-156.060932,0,8,12.7,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9648,MHI,Maui,MAI-01878,Forereef,Mid,HA1606,2016,7/14/2016,ROB,20.81389,-156.0609,0,15.5,16.6,0,1,MAI_NE,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
9655,MHI,Maui,MAI-02077,Forereef,Deep,HA1606,2016,7/14/2016,ROB,20.81386,-156.0583,0,21.94453,23.77324,1,0,MAI_NE,RANDOM,RAMP_BASIC,2016,NA,NA,0,
9880,MHI,Hawaii,HAW-03326,Forereef,Mid,HA1606,2016,8/10/2016,AGR,19.73307,-156.0568,0,10.66748,13.71533,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,0,
7489,MHI,Hawaii,HAW-01961,Forereef,Shallow,HA1503,2015,6/16/2015,ROB,19.747491,-156.055423,0,4.8,6.3,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13020,MHI,Hawaii,HAW-03768,Forereef,Shallow,SE1902_MHI_LEG2,2019,7/16/2019,ROB,19.74114,-156.0547,0,4.2,6.4,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7494,MHI,Hawaii,HAW-02416,Forereef,Deep,HA1503,2015,6/16/2015,AGR,19.759449,-156.05256,0,27.1,29,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7495,MHI,Hawaii,HAW-01987,Forereef,Mid,HA1503,2015,6/16/2015,AGR,19.714778,-156.051834,0,12.7,16,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13019,MHI,Hawaii,HAW-03746,Forereef,Mid,SE1902_MHI_LEG2,2019,7/16/2019,APS,19.76384,-156.0517,0,11.5,14.6,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7570,MHI,Hawaii,HAW-02266,Forereef,Deep,HA1503,2015,6/20/2015,ROB,19.789252,-156.051428,0,25,26.5,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7563,MHI,Hawaii,HAW-01785,Forereef,Mid,HA1503,2015,6/20/2015,AGR,19.7813,-156.051124,0,13.6,14.2,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7569,MHI,Hawaii,HAW-01943,Forereef,Shallow,HA1503,2015,6/20/2015,ROB,19.7569,-156.049831,0,3,4,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13018,MHI,Hawaii,HAW-03756,Forereef,Mid,SE1902_MHI_LEG2,2019,7/16/2019,AGR,19.77765,-156.0497,0,12.5,13,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
13011,MHI,Hawaii,HAW-03734,Forereef,Mid,SE1902_MHI_LEG2,2019,7/16/2019,APR,19.7884,-156.0482,0,7.6,10.1,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7490,MHI,Hawaii,HAW-01874,Forereef,Mid,HA1503,2015,6/16/2015,AGR,19.694882,-156.048138,0,15.5,17.5,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9889,MHI,Hawaii,HAW-02794,Forereef,Deep,HA1606,2016,8/10/2016,RRB,19.69089,-156.044,0,19.2,27,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
7564,MHI,Hawaii,HAW-01960,Forereef,Mid,HA1503,2015,6/20/2015,PAV,19.787896,-156.042952,0,9,10,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13015,MHI,Hawaii,HAW-04260,Forereef,Shallow,SE1902_MHI_LEG2,2019,7/16/2019,PAV,19.78536,-156.0421,0,3.962207,5.181347,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7575,MHI,Hawaii,HAW-01823,Forereef,Deep,HA1503,2015,6/20/2015,AGR,19.795491,-156.037925,0,21.8,23.9,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7576,MHI,Hawaii,HAW-01823,Forereef,Deep,HA1503,2015,6/20/2015,AGR,19.795491,-156.037925,0,21.8,23.9,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,MAYBE,Mabe Rebreather
13029,MHI,Hawaii,HAW-03751,Forereef,Mid,SE1902_MHI_LEG2,2019,7/17/2019,AGR,19.67757,-156.0359,0,13.5,15.2,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9890,MHI,Hawaii,HAW-02834,Forereef,Shallow,HA1606,2016,8/10/2016,AGR,19.68454,-156.0346,0,4.6,5.9,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
13021,MHI,Hawaii,HAW-04304,Forereef,Deep,SE1902_MHI_LEG2,2019,7/17/2019,RRB,19.67338,-156.0341,0,23.77324,25.29717,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7496,MHI,Hawaii,HAW-02439,Forereef,Shallow,HA1503,2015,6/16/2015,AGR,19.674787,-156.03246,0,2.7,4,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7502,MHI,Hawaii,HAW-01833,Forereef,Mid,HA1503,2015,6/16/2015,AGR,19.65136,-156.03107,0,9.1,10,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13010,MHI,Hawaii,HAW-03750,Forereef,Mid,SE1902_MHI_LEG2,2019,7/16/2019,AGR,19.79724,-156.0297,0,14,15.2,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9881,MHI,Hawaii,HAW-03106,Forereef,Shallow,HA1606,2016,8/10/2016,ROB,19.64897,-156.0288,0,5.181347,7.010058,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,0,
12741,MHI,Maui,MAI-02384,Forereef,Deep,SE1902_MHI_LEG1,2019,4/27/2019,ROB,20.80517,-156.0238,0,20,23.2,0,1,MAI_NE,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7571,MHI,Hawaii,HAW-01773,Forereef,Mid,HA1503,2015,6/20/2015,AGR,19.799082,-156.022947,0,10,12,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13014,MHI,Hawaii,HAW-04241,Forereef,Shallow,SE1902_MHI_LEG2,2019,7/16/2019,AGR,19.79808,-156.0212,0,3.657422,6.095703,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7566,MHI,Hawaii,HAW-02221,Forereef,Deep,HA1503,2015,6/20/2015,AGR,19.805374,-156.019991,0,25,26.4,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7565,MHI,Hawaii,HAW-02315,Forereef,Shallow,HA1503,2015,6/20/2015,PAV,19.802203,-156.01742,0,2.4,4.3,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13009,MHI,Hawaii,HAW-03749,Forereef,Mid,SE1902_MHI_LEG2,2019,7/16/2019,AGR,19.80663,-156.0157,0,16.5,18,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
13025,MHI,Hawaii,HAW-04296,Forereef,Deep,SE1902_MHI_LEG2,2019,7/17/2019,RRB,19.64188,-156.0136,0,22.24931,22.85888,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7503,MHI,Hawaii,HAW-01916,Forereef,Deep,HA1503,2015,6/16/2015,AGR,19.641143,-156.010026,0,17,23,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7567,MHI,Hawaii,HAW-02246,Forereef,Mid,HA1503,2015,6/20/2015,AGR,19.827939,-156.00174,0,14.2,16.7,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13013,MHI,Hawaii,HAW-04240,Forereef,Mid,SE1902_MHI_LEG2,2019,7/16/2019,PAV,19.82821,-156.0013,0,5.486132,6.705273,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
13008,MHI,Hawaii,HAW-03771,Forereef,Shallow,SE1902_MHI_LEG2,2019,7/16/2019,PPR,19.82864,-155.9984,0,3.9,4.6,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
13030,MHI,Hawaii,HAW-03745,Forereef,Mid,SE1902_MHI_LEG2,2019,7/17/2019,AGR,19.63297,-155.9964,0,14.9,15.8,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9949,MHI,Hawaii,HAW-03336,Forereef,Shallow,HA1606,2016,8/14/2016,PAV,19.8344,-155.9933,0,5.181347,6.095703,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,0,
7572,MHI,Hawaii,HAW-02034,Forereef,Mid,HA1503,2015,6/20/2015,APS,19.835369,-155.987906,0,12,12.9,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7491,MHI,Hawaii,HAW-01978,Forereef,Mid,HA1503,2015,6/16/2015,AGR,19.612929,-155.98592,0,14.8,17.8,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9891,MHI,Hawaii,HAW-02778,Forereef,Mid,HA1606,2016,8/10/2016,AGR,19.61225,-155.9856,0,15.3,16,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
13017,MHI,Hawaii,HAW-03705,Forereef,Deep,SE1902_MHI_LEG2,2019,7/16/2019,AGR,19.83883,-155.9855,0,17.6,20.2,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
13031,MHI,Hawaii,HAW-03413,Forereef,Deep,SE1902_MHI_LEG2,2019,7/17/2019,AGR,19.60825,-155.9851,0,19.2,20.4,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9884,MHI,Hawaii,HAW-02766,Forereef,Deep,HA1606,2016,8/10/2016,AGR,19.60538,-155.9849,0,25.6,27.1,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
7568,MHI,Hawaii,HAW-02257,Forereef,Deep,HA1503,2015,6/20/2015,AGR,19.840725,-155.98486,0,19.4,20.7,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13022,MHI,Hawaii,HAW-04243,Forereef,Mid,SE1902_MHI_LEG2,2019,7/17/2019,APS,19.60751,-155.9832,0,15.84883,17.67754,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7577,MHI,Hawaii,HAW-02005,Forereef,Mid,HA1503,2015,6/20/2015,AGR,19.848332,-155.975209,0,11.2,13,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,MAYBE,Mabe Rebreather
7578,MHI,Hawaii,HAW-02005,Forereef,Mid,HA1503,2015,6/20/2015,AGR,19.848332,-155.975209,0,10,13.9,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13032,MHI,Hawaii,HAW-03735,Forereef,Mid,SE1902_MHI_LEG2,2019,7/17/2019,AGR,19.58591,-155.9731,0,13.4,16.7,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
13012,MHI,Hawaii,HAW-04254,Forereef,Deep,SE1902_MHI_LEG2,2019,7/16/2019,AGR,19.85016,-155.9728,0,22.24931,23.16367,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7573,MHI,Hawaii,HAW-01805,Forereef,Deep,HA1503,2015,6/20/2015,AGR,19.851872,-155.972663,0,27,30,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13023,MHI,Hawaii,HAW-04287,Forereef,Shallow,SE1902_MHI_LEG2,2019,7/17/2019,PAV,19.59316,-155.9719,0,2.743066,3.352636,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7492,MHI,Hawaii,HAW-01811,Forereef,Deep,HA1503,2015,6/16/2015,AGR,19.568667,-155.971391,0,23.7,25.2,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7497,MHI,Hawaii,HAW-01779,Forereef,Mid,HA1503,2015,6/16/2015,ROB,19.575632,-155.970582,0,10,11.2,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13026,MHI,Hawaii,HAW-04268,Forereef,Mid,SE1902_MHI_LEG2,2019,7/17/2019,RRB,19.56698,-155.9704,0,7.924413,9.753124,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9885,MHI,Hawaii,HAW-02827,Forereef,Shallow,HA1606,2016,8/10/2016,AGR,19.58416,-155.97,0,4.8,6.4,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
9886,MHI,Hawaii,HAW-02824,Forereef,Mid,HA1606,2016,8/10/2016,AGR,19.56735,-155.97,0,6.9,8.8,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
13024,MHI,Hawaii,HAW-04280,Forereef,Shallow,SE1902_MHI_LEG2,2019,7/17/2019,PAV,19.57936,-155.9697,0,1.828711,3.047851,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
13033,MHI,Hawaii,HAW-03725,Forereef,Mid,SE1902_MHI_LEG2,2019,7/17/2019,AGR,19.56587,-155.9693,0,6.1,8.2,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7504,MHI,Hawaii,HAW-02306,Forereef,Shallow,HA1503,2015,6/16/2015,AGR,19.582552,-155.968793,0,4.4,6.6,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13027,MHI,Hawaii,HAW-04294,Forereef,Mid,SE1902_MHI_LEG2,2019,7/17/2019,AGR,19.56103,-155.9674,0,13.10576,15.23926,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
13028,MHI,Hawaii,HAW-04264,Forereef,Shallow,SE1902_MHI_LEG2,2019,7/17/2019,ROB,19.55125,-155.966,0,3.962207,6.400488,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9939,MHI,Hawaii,HAW-02810,Forereef,Mid,HA1606,2016,8/14/2016,ROB,19.85337,-155.962,0,10.1,17.3,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
9882,MHI,Hawaii,HAW-03042,Forereef,Mid,HA1606,2016,8/10/2016,APR,19.54732,-155.9618,0,9.753124,11.88662,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,0,
13016,MHI,Hawaii,HAW-03748,Forereef,Mid,SE1902_MHI_LEG2,2019,7/16/2019,AGR,19.85349,-155.9598,0,6.09,8.5,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
13061,MHI,Hawaii,HAW-03717,Forereef,Mid,SE1902_MHI_LEG2,2019,7/19/2019,SAG,19.53849,-155.9591,0,10,12.6,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
13056,MHI,Hawaii,HAW-03777,Forereef,Shallow,SE1902_MHI_LEG2,2019,7/19/2019,AGR,19.54276,-155.9588,0,3,5.4,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9950,MHI,Hawaii,HAW-03317,Forereef,Mid,HA1606,2016,8/14/2016,AGR,19.85387,-155.958,0,9.143554,12.19141,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,0,
7505,MHI,Hawaii,HAW-01843,Forereef,Deep,HA1503,2015,6/16/2015,AGR,19.509591,-155.957528,0,22,25,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13055,MHI,Hawaii,HAW-03783,Forereef,Shallow,SE1902_MHI_LEG2,2019,7/19/2019,AGR,19.51139,-155.9566,0,2.1,4.5,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7506,MHI,Hawaii,HAW-01901,Forereef,Mid,HA1503,2015,6/16/2015,AGR,19.5037,-155.952654,0,7.3,9,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9887,MHI,Hawaii,HAW-02795,Forereef,Mid,HA1606,2016,8/10/2016,AGR,19.50565,-155.9525,0,10.6,12.2,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
13054,MHI,Hawaii,HAW-03720,Forereef,Mid,SE1902_MHI_LEG2,2019,7/19/2019,AGR,19.49853,-155.9509,0,11.5,13.7,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7499,MHI,Hawaii,HAW-02318,Forereef,Shallow,HA1503,2015,6/16/2015,ROB,19.485654,-155.950035,0,3.9,5.5,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7498,MHI,Hawaii,HAW-01799,Forereef,Mid,HA1503,2015,6/16/2015,ROB,19.491988,-155.949943,0,6.5,7,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13053,MHI,Hawaii,HAW-03721,Forereef,Shallow,SE1902_MHI_LEG2,2019,7/19/2019,ROB,19.48484,-155.9495,0,4.5,7,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9892,MHI,Hawaii,HAW-02793,Forereef,Shallow,HA1606,2016,8/10/2016,AGR,19.49581,-155.9482,0,3.7,5.8,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
7500,MHI,Hawaii,HAW-02185,Forereef,Deep,HA1503,2015,6/16/2015,AGR,19.482746,-155.948164,0,15,23,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7493,MHI,Hawaii,HAW-02405,Forereef,Mid,HA1503,2015,6/16/2015,RRB,19.482254,-155.941357,0,12,16.1,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9883,MHI,Hawaii,HAW-03095,Forereef,Shallow,HA1606,2016,8/10/2016,AGR,19.47918,-155.9329,0,5.181347,6.705273,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,0,
7574,MHI,Hawaii,HAW-02103,Forereef,Shallow,HA1503,2015,6/20/2015,AGR,19.854674,-155.930896,0,3.8,4.2,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6014,MHI,Hawaii,HAW-00623,Forereef,Mid,HA1304,2013,8/8/2013,AGR,19.86209798,-155.9281347,0,11,14,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9893,MHI,Hawaii,HAW-02804,Forereef,Mid,HA1606,2016,8/10/2016,RRB,19.46874,-155.9241,0,11,13.1,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
7525,MHI,Hawaii,HAW-02281,Forereef,Deep,HA1503,2015,6/18/2015,RRB,19.447963,-155.923456,0,20,28.2,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9938,MHI,Hawaii,HAW-02797,Forereef,Mid,HA1606,2016,8/14/2016,AGR,19.8732,-155.9227,0,9.7,14.6,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
13064,MHI,Hawaii,HAW-04299,Forereef,Shallow,SE1902_MHI_LEG2,2019,7/19/2019,AGR,19.45127,-155.9219,0,3.657422,4.266992,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9948,MHI,Hawaii,HAW-03079,Forereef,Mid,HA1606,2016,8/14/2016,ROB,19.87484,-155.9204,0,10.05791,11.27705,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,0,
5949,MHI,Hawaii,HAW-00765,Forereef,Deep,HA1304,2013,8/4/2013,AGR,19.12053332,-155.9201934,0,23.8,28.8,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9907,MHI,Hawaii,HAW-02786,Forereef,Mid,HA1606,2016,8/11/2016,AGR,19.13287,-155.9194,0,15.5,17,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
12932,MHI,Hawaii,HAW-03743,Forereef,Mid,SE1902_MHI_LEG2,2019,7/11/2019,AGR,19.13333,-155.9193,0,15.2,16.8,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
5950,MHI,Hawaii,HAW-00506,Forereef,Mid,HA1304,2013,8/4/2013,AGR,19.13674979,-155.9190188,0,17.6,18.2,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7550,MHI,Hawaii,HAW-02466,Forereef,Deep,HA1503,2015,6/19/2015,AGR,19.124999,-155.918973,0,15,21.8,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
5947,MHI,Hawaii,HAW-01487,Forereef,Deep,HA1304,2013,8/4/2013,AGR,19.14996377,-155.9173019,0,22.55409936,23.46845474,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2013,NA,NA,0,
7546,MHI,Hawaii,HAW-02457,Forereef,Deep,HA1503,2015,6/19/2015,AGR,19.109653,-155.916972,0,19,29.5,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
12933,MHI,Hawaii,HAW-03417,Forereef,Deep,SE1902_MHI_LEG2,2019,7/11/2019,ROB,19.10767,-155.9165,0,18,24.4,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9902,MHI,Hawaii,HAW-03321,Forereef,Mid,HA1606,2016,8/11/2016,AGR,19.15241,-155.9161,0,9.753124,10.97226,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2016,NA,NA,0,
6013,MHI,Hawaii,HAW-00535,Forereef,Mid,HA1304,2013,8/8/2013,MIX,19.87847437,-155.916095,0,7.9,9.4,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
5951,MHI,Hawaii,HAW-00487,Forereef,Shallow,HA1304,2013,8/4/2013,MIX,19.15302216,-155.9155067,0,4,6.1,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
5948,MHI,Hawaii,HAW-01566,Forereef,Mid,HA1304,2013,8/4/2013,SAG,19.16065933,-155.9154834,0,13.41054557,13.41054557,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2013,NA,NA,0,
7536,MHI,Hawaii,HAW-02090,Forereef,Mid,HA1503,2015,6/18/2015,AGR,19.421629,-155.915334,0,10.9,12,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
12927,MHI,Hawaii,HAW-04263,Forereef,Mid,SE1902_MHI_LEG2,2019,7/11/2019,AGR,19.16264,-155.9148,0,12.19141,12.80098,1,0,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
13052,MHI,Hawaii,HAW-03730,Forereef,Mid,SE1902_MHI_LEG2,2019,7/19/2019,AGR,19.42221,-155.9143,0,8.5,11.3,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7534,MHI,Hawaii,HAW-02197,Forereef,Deep,HA1503,2015,6/18/2015,AGR,19.176394,-155.912427,0,19.8,20.6,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7553,MHI,Hawaii,HAW-02452,Forereef,Mid,HA1503,2015,6/19/2015,AGR,19.094477,-155.911379,0,12,15.5,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13060,MHI,Hawaii,HAW-03727,Forereef,Mid,SE1902_MHI_LEG2,2019,7/19/2019,ROB,19.4019,-155.9109,0,12.7,14.6,0,1,HAW_KONA,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
