"","SITE","SITEVISITID","ISLAND","YearSinceDHW4","YearSinceDHW8"
"63499","BAK-00469",8020,NA,NA,NA
"63500","BAK-00480",7971,NA,NA,NA
"63501","BAK-00490",7987,NA,NA,NA
"63502","BAK-00497",7970,NA,NA,NA
"63503","BAK-00506",7972,NA,NA,NA
"63504","BAK-00509",10459,NA,NA,NA
"63505","BAK-00511",10458,NA,NA,NA
"63506","BAK-00573",10464,NA,NA,NA
"63507","BAK-00581",10460,NA,NA,NA
"63508","BAK-00644",10461,NA,NA,NA
"63509","BAK-00649",10463,NA,NA,NA
"63510","BAK-00678",10462,NA,NA,NA
"63511","BAK-00724",11714,NA,NA,NA
"63512","BAK-00725",11700,NA,NA,NA
"63513","BAK-00745",11701,NA,NA,NA
"63514","BAK-00752",11715,NA,NA,NA
"63515","BAK-00761",11679,NA,NA,NA
"63516","BAK-00763",11718,NA,NA,NA
"63517","BAK-00770",11719,NA,NA,NA
"63518","BAK-00776",11680,NA,NA,NA
"63519","BAK-00804",11716,NA,NA,NA
"63520","BAK-00813",11702,NA,NA,NA
"63521","FDP-00208",7057,NA,NA,NA
"63522","FDP-00212",7050,NA,NA,NA
"63523","FDP-00221",7048,NA,NA,NA
"63524","FDP-00227",7055,NA,NA,NA
"63525","FDP-00230",7049,NA,NA,NA
"63526","FDP-00239",7047,NA,NA,NA
"63527","FDP-00247",7056,NA,NA,NA
"63528","FDP-00283",11025,NA,NA,NA
"63529","FDP-00289",11026,NA,NA,NA
"63530","FDP-00302",11049,NA,NA,NA
"63531","FDP-00308",11029,NA,NA,NA
"63532","FDP-00309",11052,NA,NA,NA
"63533","FDP-00314",11051,NA,NA,NA
"63534","FDP-00321",11030,NA,NA,NA
"63535","FDP-00327",11028,NA,NA,NA
"63536","FDP-00340",11050,NA,NA,NA
"63537","FDP-00353",11031,NA,NA,NA
"63538","FDP-00361",11027,NA,NA,NA
"63539","FDP-00372",11032,NA,NA,NA
"63540","FFS-01234",10125,NA,NA,NA
"63541","FFS-01258",10114,NA,NA,NA
"63542","FFS-01266",10098,NA,NA,NA
"63543","FFS-01270",10345,NA,NA,NA
"63544","FFS-01271",10368,NA,NA,NA
"63545","FFS-01272",10344,NA,NA,NA
"63546","FFS-01279",10378,NA,NA,NA
"63547","FFS-01284",10099,NA,NA,NA
"63548","FFS-01288",10366,NA,NA,NA
"63549","FFS-01301",10097,NA,NA,NA
"63550","FFS-01302",10100,NA,NA,NA
"63551","FFS-01309",10377,NA,NA,NA
"63552","FFS-01314",10365,NA,NA,NA
"63553","FFS-01317",10367,NA,NA,NA
"63554","FFS-01328",10376,NA,NA,NA
"63555","FFS-01336",10347,NA,NA,NA
"63556","FFS-01338",10379,NA,NA,NA
"63557","FFS-01341",10346,NA,NA,NA
"63558","FFS-01350",10115,NA,NA,NA
"63559","FFS-01355",10111,NA,NA,NA
"63560","FFS-01357",10110,NA,NA,NA
"63561","FFS-01360",10383,NA,NA,NA
"63562","FFS-01362",10117,NA,NA,NA
"63563","FFS-01368",10126,NA,NA,NA
"63564","FFS-01369",10116,NA,NA,NA
"63565","FFS-01394",10382,NA,NA,NA
"63566","FFS-04018",7248,NA,NA,NA
"63567","FFS-04030",7271,NA,NA,NA
"63568","FFS-04042",7270,NA,NA,NA
"63569","FFS-04043",7245,NA,NA,NA
"63570","FFS-04059",7272,NA,NA,NA
"63571","FFS-04062",7243,NA,NA,NA
"63572","FFS-04064",7249,NA,NA,NA
"63573","FFS-04067",7247,NA,NA,NA
"63574","FFS-04079",7246,NA,NA,NA
"63575","FFS-04084",7273,NA,NA,NA
"63576","FFS-04110",9034,NA,NA,NA
"63577","FFS-04112",9033,NA,NA,NA
"63578","FFS-04152",9032,NA,NA,NA
"63579","FFS-04153",9042,NA,NA,NA
"63580","FFS-04154",9043,NA,NA,NA
"63581","FFS-04155",9044,NA,NA,NA
"63582","FFS-04365",11250,NA,NA,NA
"63583","FFS-04383",11245,NA,NA,NA
"63584","FFS-04390",11419,NA,NA,NA
"63585","FFS-04395",11418,NA,NA,NA
"63586","FFS-04454",11408,NA,NA,NA
"63587","FFS-04461",11241,NA,NA,NA
"63588","FFS-04472",11409,NA,NA,NA
"63589","FFS-04493",11410,NA,NA,NA
"63590","FFS-04508",11246,NA,NA,NA
"63591","FFS-04523",11412,NA,NA,NA
"63592","FFS-04527",11251,NA,NA,NA
"63593","GUA-01376",6587,NA,NA,NA
"63594","GUA-01387",6586,NA,NA,NA
"63595","GUA-01390",6631,NA,NA,NA
"63596","GUA-01394",6646,NA,NA,NA
"63597","GUA-01395",6630,NA,NA,NA
"63598","GUA-01421",6628,NA,NA,NA
"63599","GUA-01422",6629,NA,NA,NA
"63600","GUA-01435",6644,NA,NA,NA
"63601","GUA-01438",6645,NA,NA,NA
"63602","GUA-01446",6643,NA,NA,NA
"63603","GUA-01459",6627,NA,NA,NA
"63604","GUA-01462",6666,NA,NA,NA
"63605","GUA-01472",6665,NA,NA,NA
"63606","GUA-01476",6668,NA,NA,NA
"63607","GUA-01487",6664,NA,NA,NA
"63608","GUA-01495",6683,NA,NA,NA
"63609","GUA-01503",6684,NA,NA,NA
"63610","GUA-01510",6682,NA,NA,NA
"63611","GUA-01521",6697,NA,NA,NA
"63612","GUA-01543",6578,NA,NA,NA
"63613","GUA-01552",6580,NA,NA,NA
"63614","GUA-01554",6669,NA,NA,NA
"63615","GUA-01560",6601,NA,NA,NA
"63616","GUA-01565",6588,NA,NA,NA
"63617","GUA-01567",6600,NA,NA,NA
"63618","GUA-01575",6676,NA,NA,NA
"63619","GUA-01593",6579,NA,NA,NA
"63620","GUA-01601",6599,NA,NA,NA
"63621","GUA-01603",6674,NA,NA,NA
"63622","GUA-01604",6677,NA,NA,NA
"63623","GUA-01618",6667,NA,NA,NA
"63624","GUA-01619",6696,NA,NA,NA
"63625","GUA-01624",6598,NA,NA,NA
"63626","GUA-01625",6670,NA,NA,NA
"63627","GUA-01639",6675,NA,NA,NA
"63628","GUA-01851",10655,NA,NA,NA
"63629","GUA-01859",10656,NA,NA,NA
"63630","GUA-01864",10674,NA,NA,NA
"63631","GUA-01869",10657,NA,NA,NA
"63632","GUA-01870",10755,NA,NA,NA
"63633","GUA-01906",10686,NA,NA,NA
"63634","GUA-01908",10754,NA,NA,NA
"63635","GUA-01919",10687,NA,NA,NA
"63636","GUA-01939",10670,NA,NA,NA
"63637","GUA-01944",10756,NA,NA,NA
"63638","GUA-01951",10671,NA,NA,NA
"63639","GUA-02016",10689,NA,NA,NA
"63640","GUA-02020",10691,NA,NA,NA
"63641","GUA-02107",10628,NA,NA,NA
"63642","GUA-02125",10631,NA,NA,NA
"63643","GUA-02140",10682,NA,NA,NA
"63644","GUA-02149",10634,NA,NA,NA
"63645","GUA-02161",10658,NA,NA,NA
"63646","GUA-02166",10630,NA,NA,NA
"63647","GUA-02193",10629,NA,NA,NA
"63648","GUA-02231",10633,NA,NA,NA
"63649","GUA-02247",10673,NA,NA,NA
"63650","GUA-02254",10690,NA,NA,NA
"63651","GUA-02258",10672,NA,NA,NA
"63652","GUA-02274",10753,NA,NA,NA
"63653","GUA-02291",10685,NA,NA,NA
"63654","GUA-02319",10680,NA,NA,NA
"63655","GUA-02332",10681,NA,NA,NA
"63656","GUA-02339",10632,NA,NA,NA
"63657","GUA-02351",10683,NA,NA,NA
"63658","GUG-00201",7159,NA,NA,NA
"63659","GUG-00204",7161,NA,NA,NA
"63660","GUG-00230",7158,NA,NA,NA
"63661","GUG-00234",7160,NA,NA,NA
"63662","GUG-00241",7173,NA,NA,NA
"63663","GUG-00278",10885,NA,NA,NA
"63664","GUG-00293",10884,NA,NA,NA
"63665","GUG-00318",10886,NA,NA,NA
"63666","HAW-01402",5936,NA,NA,NA
"63667","HAW-01411",5937,NA,NA,NA
"63668","HAW-01448",5939,NA,NA,NA
"63669","HAW-01468",5938,NA,NA,NA
"63670","HAW-01476",5942,NA,NA,NA
"63671","HAW-01487",5947,NA,NA,NA
"63672","HAW-01488",6015,NA,NA,NA
"63673","HAW-01540",6016,NA,NA,NA
"63674","HAW-01566",5948,NA,NA,NA
"63675","HAW-01579",6017,NA,NA,NA
"63676","HAW-01619",6018,NA,NA,NA
"63677","HAW-01625",5967,NA,NA,NA
"63678","HAW-01631",5955,NA,NA,NA
"63679","HAW-01643",5956,NA,NA,NA
"63680","HAW-01648",5982,NA,NA,NA
"63681","HAW-01677",5986,NA,NA,NA
"63682","HAW-01693",5987,NA,NA,NA
"63683","HAW-01733",5988,NA,NA,NA
"63684","HAW-01743",5983,NA,NA,NA
"63685","HAW-01748",5957,NA,NA,NA
"63686","HAW-01750",5968,NA,NA,NA
"63687","HAW-01757",5969,NA,NA,NA
"63688","HAW-01759",5981,NA,NA,NA
"63689","HAW-01766",5989,NA,NA,NA
"63690","HAW-03008",9900,NA,NA,NA
"63691","HAW-03009",9960,NA,NA,NA
"63692","HAW-03010",9946,NA,NA,NA
"63693","HAW-03042",9882,NA,NA,NA
"63694","HAW-03057",9898,NA,NA,NA
"63695","HAW-03075",9962,NA,NA,NA
"63696","HAW-03077",9961,NA,NA,NA
"63697","HAW-03079",9948,NA,NA,NA
"63698","HAW-03084",9901,NA,NA,NA
"63699","HAW-03085",9963,NA,NA,NA
"63700","HAW-03087",9899,NA,NA,NA
"63701","HAW-03095",9883,NA,NA,NA
"63702","HAW-03106",9881,NA,NA,NA
"63703","HAW-03115",9947,NA,NA,NA
"63704","HAW-03132",9866,NA,NA,NA
"63705","HAW-03148",9873,NA,NA,NA
"63706","HAW-03151",9867,NA,NA,NA
"63707","HAW-03157",9869,NA,NA,NA
"63708","HAW-03172",9874,NA,NA,NA
"63709","HAW-03186",9876,NA,NA,NA
"63710","HAW-03192",9875,NA,NA,NA
"63711","HAW-03204",9868,NA,NA,NA
"63712","HAW-03236",9851,NA,NA,NA
"63713","HAW-03261",9852,NA,NA,NA
"63714","HAW-03281",9853,NA,NA,NA
"63715","HAW-03288",9854,NA,NA,NA
"63716","HAW-03291",9855,NA,NA,NA
"63717","HAW-03317",9950,NA,NA,NA
"63718","HAW-03321",9902,NA,NA,NA
"63719","HAW-03326",9880,NA,NA,NA
"63720","HAW-03336",9949,NA,NA,NA
"63721","HAW-03433",12870,NA,NA,NA
"63722","HAW-03434",12868,NA,NA,NA
"63723","HAW-03436",12877,NA,NA,NA
"63724","HAW-03441",12878,NA,NA,NA
"63725","HAW-03445",12871,NA,NA,NA
"63726","HAW-03451",12869,NA,NA,NA
"63727","HAW-03465",12879,NA,NA,NA
"63728","HAW-04203",12999,NA,NA,NA
"63729","HAW-04208",12974,NA,NA,NA
"63730","HAW-04219",12997,NA,NA,NA
"63731","HAW-04220",12965,NA,NA,NA
"63732","HAW-04221",12958,NA,NA,NA
"63733","HAW-04222",12996,NA,NA,NA
"63734","HAW-04224",12972,NA,NA,NA
"63735","HAW-04227",12966,NA,NA,NA
"63736","HAW-04231",12973,NA,NA,NA
"63737","HAW-04232",12971,NA,NA,NA
"63738","HAW-04234",12998,NA,NA,NA
"63739","HAW-04237",12957,NA,NA,NA
"63740","HAW-04239",12956,NA,NA,NA
"63741","HAW-04240",13013,NA,NA,NA
"63742","HAW-04241",13014,NA,NA,NA
"63743","HAW-04243",13022,NA,NA,NA
"63744","HAW-04245",12929,NA,NA,NA
"63745","HAW-04247",12959,NA,NA,NA
"63746","HAW-04249",12967,NA,NA,NA
"63747","HAW-04252",12934,NA,NA,NA
"63748","HAW-04253",12938,NA,NA,NA
"63749","HAW-04254",13012,NA,NA,NA
"63750","HAW-04257",12936,NA,NA,NA
"63751","HAW-04259",13062,NA,NA,NA
"63752","HAW-04260",13015,NA,NA,NA
"63753","HAW-04263",12927,NA,NA,NA
"63754","HAW-04264",13028,NA,NA,NA
"63755","HAW-04267",12939,NA,NA,NA
"63756","HAW-04268",13026,NA,NA,NA
"63757","HAW-04272",12935,NA,NA,NA
"63758","HAW-04277",12928,NA,NA,NA
"63759","HAW-04278",12940,NA,NA,NA
"63760","HAW-04280",13024,NA,NA,NA
"63761","HAW-04283",12941,NA,NA,NA
"63762","HAW-04285",12937,NA,NA,NA
"63763","HAW-04287",13023,NA,NA,NA
"63764","HAW-04292",13063,NA,NA,NA
"63765","HAW-04294",13027,NA,NA,NA
"63766","HAW-04296",13025,NA,NA,NA
"63767","HAW-04299",13064,NA,NA,NA
"63768","HAW-04300",12926,NA,NA,NA
"63769","HAW-04304",13021,NA,NA,NA
"63770","HOW-00600",7943,NA,NA,NA
"63771","HOW-00604",7909,NA,NA,NA
"63772","HOW-00607",7942,NA,NA,NA
"63773","HOW-00611",7920,NA,NA,NA
"63774","HOW-00617",7933,NA,NA,NA
"63775","HOW-00636",7935,NA,NA,NA
"63776","HOW-00640",7949,NA,NA,NA
"63777","HOW-00642",7945,NA,NA,NA
"63778","HOW-00646",7911,NA,NA,NA
"63779","HOW-00647",7944,NA,NA,NA
"63780","HOW-00648",7922,NA,NA,NA
"63781","HOW-00650",7948,NA,NA,NA
"63782","HOW-00655",7910,NA,NA,NA
"63783","HOW-00672",7947,NA,NA,NA
"63784","HOW-00686",7964,NA,NA,NA
"63785","HOW-00687",7960,NA,NA,NA
"63786","HOW-00688",7923,NA,NA,NA
"63787","HOW-00690",7921,NA,NA,NA
"63788","HOW-00694",7934,NA,NA,NA
"63789","HOW-00697",7936,NA,NA,NA
"63790","HOW-00699",7963,NA,NA,NA
"63791","HOW-00719",10496,NA,NA,NA
"63792","HOW-00746",10495,NA,NA,NA
"63793","HOW-00778",10497,NA,NA,NA
"63794","HOW-00805",10498,NA,NA,NA
"63795","HOW-00818",10500,NA,NA,NA
"63796","HOW-00822",10499,NA,NA,NA
"63797","HOW-00860",11642,NA,NA,NA
"63798","HOW-00861",11622,NA,NA,NA
"63799","HOW-00862",11660,NA,NA,NA
"63800","HOW-00865",11620,NA,NA,NA
"63801","HOW-00866",11573,NA,NA,NA
"63802","HOW-00890",11643,NA,NA,NA
"63803","HOW-00891",11644,NA,NA,NA
"63804","HOW-00910",11621,NA,NA,NA
"63805","HOW-01031",11661,NA,NA,NA
"63806","JAR-00602",8736,NA,NA,NA
"63807","JAR-00605",8712,NA,NA,NA
"63808","JAR-00608",8690,NA,NA,NA
"63809","JAR-00613",8782,NA,NA,NA
"63810","JAR-00615",8740,NA,NA,NA
"63811","JAR-00617",8716,NA,NA,NA
"63812","JAR-00622",8784,NA,NA,NA
"63813","JAR-00625",8778,NA,NA,NA
"63814","JAR-00627",8738,NA,NA,NA
"63815","JAR-00628",8779,NA,NA,NA
"63816","JAR-00631",8760,NA,NA,NA
"63817","JAR-00634",8761,NA,NA,NA
"63818","JAR-00637",8741,NA,NA,NA
"63819","JAR-00638",8759,NA,NA,NA
"63820","JAR-00642",8691,NA,NA,NA
"63821","JAR-00644",8742,NA,NA,NA
"63822","JAR-00645",8762,NA,NA,NA
"63823","JAR-00647",8695,NA,NA,NA
"63824","JAR-00649",8777,NA,NA,NA
"63825","JAR-00653",8757,NA,NA,NA
"63826","JAR-00657",8717,NA,NA,NA
"63827","JAR-00659",8681,NA,NA,NA
"63828","JAR-00661",8756,NA,NA,NA
"63829","JAR-00662",8694,NA,NA,NA
"63830","JAR-00663",8737,NA,NA,NA
"63831","JAR-00665",8783,NA,NA,NA
"63832","JAR-00667",8714,NA,NA,NA
"63833","JAR-00668",8780,NA,NA,NA
"63834","JAR-00669",8758,NA,NA,NA
"63835","JAR-00674",8713,NA,NA,NA
"63836","JAR-00682",8743,NA,NA,NA
"63837","JAR-00688",8696,NA,NA,NA
"63838","JAR-00694",8739,NA,NA,NA
"63839","JAR-00696",8715,NA,NA,NA
"63840","JAR-00699",8682,NA,NA,NA
"63841","JAR-00704",8692,NA,NA,NA
"63842","JAR-00707",8785,NA,NA,NA
"63843","JAR-00708",8697,NA,NA,NA
"63844","JAR-00721",8683,NA,NA,NA
"63845","JAR-00722",8693,NA,NA,NA
"63846","JAR-00728",8763,NA,NA,NA
"63847","JAR-00730",8718,NA,NA,NA
"63848","JAR-00850",9575,NA,NA,NA
"63849","JAR-00854",9583,NA,NA,NA
"63850","JAR-00860",9570,NA,NA,NA
"63851","JAR-00866",9592,NA,NA,NA
"63852","JAR-00871",9573,NA,NA,NA
"63853","JAR-00875",9601,NA,NA,NA
"63854","JAR-00878",9610,NA,NA,NA
"63855","JAR-00882",9605,NA,NA,NA
"63856","JAR-00885",9572,NA,NA,NA
"63857","JAR-00886",9584,NA,NA,NA
"63858","JAR-00887",9604,NA,NA,NA
"63859","JAR-00888",9594,NA,NA,NA
"63860","JAR-00891",9576,NA,NA,NA
"63861","JAR-00893",9596,NA,NA,NA
"63862","JAR-00895",9603,NA,NA,NA
"63863","JAR-00901",9612,NA,NA,NA
"63864","JAR-00902",9613,NA,NA,NA
"63865","JAR-00906",9611,NA,NA,NA
"63866","JAR-00910",9600,NA,NA,NA
"63867","JAR-00913",9602,NA,NA,NA
"63868","JAR-00918",9593,NA,NA,NA
"63869","JAR-00920",9586,NA,NA,NA
"63870","JAR-00921",9595,NA,NA,NA
"63871","JAR-00932",9585,NA,NA,NA
"63872","JAR-00936",9614,NA,NA,NA
"63873","JAR-00939",9578,NA,NA,NA
"63874","JAR-00941",9587,NA,NA,NA
"63875","JAR-00951",9571,NA,NA,NA
"63876","JAR-00954",9574,NA,NA,NA
"63877","JAR-00959",9577,NA,NA,NA
"63878","JAR-01111",10432,NA,NA,NA
"63879","JAR-01113",10399,NA,NA,NA
"63880","JAR-01122",10427,NA,NA,NA
"63881","JAR-01126",10416,NA,NA,NA
"63882","JAR-01131",10418,NA,NA,NA
"63883","JAR-01133",10419,NA,NA,NA
"63884","JAR-01137",10447,NA,NA,NA
"63885","JAR-01142",10433,NA,NA,NA
"63886","JAR-01158",10428,NA,NA,NA
"63887","JAR-01680",10421,NA,NA,NA
"63888","JAR-01681",10420,NA,NA,NA
"63889","JAR-01685",10422,NA,NA,NA
"63890","JAR-01686",10445,NA,NA,NA
"63891","JAR-01687",10435,NA,NA,NA
"63892","JAR-01688",10401,NA,NA,NA
"63893","JAR-01699",10429,NA,NA,NA
"63894","JAR-01715",10400,NA,NA,NA
"63895","JAR-01718",10424,NA,NA,NA
"63896","JAR-01720",10430,NA,NA,NA
"63897","JAR-01723",10431,NA,NA,NA
"63898","JAR-01745",10403,NA,NA,NA
"63899","JAR-01751",10423,NA,NA,NA
"63900","JAR-01752",10417,NA,NA,NA
"63901","JAR-01753",10443,NA,NA,NA
"63902","JAR-01757",10450,NA,NA,NA
"63903","JAR-01760",10434,NA,NA,NA
"63904","JAR-01761",10448,NA,NA,NA
"63905","JAR-01763",10442,NA,NA,NA
"63906","JAR-01767",10402,NA,NA,NA
"63907","JAR-01776",10449,NA,NA,NA
"63908","JAR-01779",10444,NA,NA,NA
"63909","JAR-01789",10446,NA,NA,NA
"63910","JAR-01900",12300,NA,NA,NA
"63911","JAR-01915",12301,NA,NA,NA
"63912","JAR-01916",12213,NA,NA,NA
"63913","JAR-01918",12247,NA,NA,NA
"63914","JAR-01919",12232,NA,NA,NA
"63915","JAR-01923",12302,NA,NA,NA
"63916","JAR-01931",12306,NA,NA,NA
"63917","JAR-01935",12248,NA,NA,NA
"63918","JAR-01939",12303,NA,NA,NA
"63919","JAR-01945",12273,NA,NA,NA
"63920","JAR-01948",12214,NA,NA,NA
"63921","JAR-01950",12249,NA,NA,NA
"63922","JAR-01965",12274,NA,NA,NA
"63923","JAR-01967",12275,NA,NA,NA
"63924","JAR-01974",12234,NA,NA,NA
"63925","JAR-01977",12304,NA,NA,NA
"63926","JAR-01980",12212,NA,NA,NA
"63927","JAR-01981",12272,NA,NA,NA
"63928","JAR-01984",12233,NA,NA,NA
"63929","JAR-01995",12215,NA,NA,NA
"63930","JAR-01997",12251,NA,NA,NA
"63931","JAR-02016",12277,NA,NA,NA
"63932","JAR-02019",12217,NA,NA,NA
"63933","JAR-02021",12216,NA,NA,NA
"63934","JAR-02031",12235,NA,NA,NA
"63935","JAR-02039",12305,NA,NA,NA
"63936","JAR-02040",12276,NA,NA,NA
"63937","JAR-02046",12250,NA,NA,NA
"63938","JOH-00610",7894,NA,NA,NA
"63939","JOH-00613",7897,NA,NA,NA
"63940","JOH-00643",7895,NA,NA,NA
"63941","JOH-00645",7896,NA,NA,NA
"63942","JOH-00664",7866,NA,NA,NA
"63943","JOH-00675",7873,NA,NA,NA
"63944","JOH-00701",7848,NA,NA,NA
"63945","JOH-00711",7850,NA,NA,NA
"63946","JOH-00714",7874,NA,NA,NA
"63947","JOH-00715",7867,NA,NA,NA
"63948","JOH-00722",7868,NA,NA,NA
"63949","JOH-00765",7869,NA,NA,NA
"63950","JOH-00776",7849,NA,NA,NA
"63951","JOH-00833",7875,NA,NA,NA
"63952","JOH-00843",7876,NA,NA,NA
"63953","KAH-00321",10039,NA,NA,NA
"63954","KAH-00327",9662,NA,NA,NA
"63955","KAH-00334",10042,NA,NA,NA
"63956","KAH-00336",9665,NA,NA,NA
"63957","KAH-00358",9664,NA,NA,NA
"63958","KAH-00362",10041,NA,NA,NA
"63959","KAH-00363",9661,NA,NA,NA
"63960","KAH-00369",9660,NA,NA,NA
"63961","KAH-00370",9663,NA,NA,NA
"63962","KAH-00385",9659,NA,NA,NA
"63963","KAH-00419",10040,NA,NA,NA
"63964","KAH-00608",12895,NA,NA,NA
"63965","KAH-00619",12696,NA,NA,NA
"63966","KAH-00627",12698,NA,NA,NA
"63967","KAH-00632",12893,NA,NA,NA
"63968","KAH-00635",12705,NA,NA,NA
"63969","KAH-00646",12892,NA,NA,NA
"63970","KAH-00659",12697,NA,NA,NA
"63971","KAH-00662",12897,NA,NA,NA
"63972","KAH-00663",12894,NA,NA,NA
"63973","KAH-00672",12896,NA,NA,NA
"63974","KAU-01217",6154,NA,NA,NA
"63975","KAU-01231",6074,NA,NA,NA
"63976","KAU-01238",6159,NA,NA,NA
"63977","KAU-01252",6155,NA,NA,NA
"63978","KAU-01263",6158,NA,NA,NA
"63979","KAU-01291",6157,NA,NA,NA
"63980","KAU-01293",6156,NA,NA,NA
"63981","KAU-01312",6116,NA,NA,NA
"63982","KAU-01339",6121,NA,NA,NA
"63983","KAU-01340",6119,NA,NA,NA
"63984","KAU-01352",6122,NA,NA,NA
"63985","KAU-01361",6120,NA,NA,NA
"63986","KAU-01363",6117,NA,NA,NA
"63987","KAU-01366",6118,NA,NA,NA
"63988","KAU-01704",9770,NA,NA,NA
"63989","KAU-01709",9806,NA,NA,NA
"63990","KAU-01729",9760,NA,NA,NA
"63991","KAU-01732",9771,NA,NA,NA
"63992","KAU-01739",9761,NA,NA,NA
"63993","KAU-01748",9762,NA,NA,NA
"63994","KAU-01763",9808,NA,NA,NA
"63995","KAU-01764",9773,NA,NA,NA
"63996","KAU-01766",9807,NA,NA,NA
"63997","KAU-01771",9809,NA,NA,NA
"63998","KAU-01785",9772,NA,NA,NA
"63999","KAU-01799",9793,NA,NA,NA
"64000","KAU-01815",9792,NA,NA,NA
"64001","KAU-01848",9794,NA,NA,NA
"64002","KAU-01851",9796,NA,NA,NA
"64003","KAU-01874",9797,NA,NA,NA
"64004","KAU-01875",9795,NA,NA,NA
"64005","KAU-02100",13216,NA,NA,NA
"64006","KAU-02101",13112,NA,NA,NA
"64007","KAU-02105",13115,NA,NA,NA
"64008","KAU-02113",13219,NA,NA,NA
"64009","KAU-02115",13116,NA,NA,NA
"64010","KAU-02118",13218,NA,NA,NA
"64011","KAU-02119",13113,NA,NA,NA
"64012","KAU-02127",13114,NA,NA,NA
"64013","KAU-02128",13117,NA,NA,NA
"64014","KAU-02133",13217,NA,NA,NA
"64015","KAU-02145",13201,NA,NA,NA
"64016","KAU-02146",13202,NA,NA,NA
"64017","KAU-02160",13204,NA,NA,NA
"64018","KAU-02164",13203,NA,NA,NA
"64019","KAU-02166",13205,NA,NA,NA
"64020","KIN-00400",8945,NA,NA,NA
"64021","KIN-00414",8946,NA,NA,NA
"64022","KIN-00423",8996,NA,NA,NA
"64023","KIN-00427",8947,NA,NA,NA
"64024","KIN-00438",8948,NA,NA,NA
"64025","KIN-00440",8994,NA,NA,NA
"64026","KIN-00448",8971,NA,NA,NA
"64027","KIN-00450",8926,NA,NA,NA
"64028","KIN-00463",8972,NA,NA,NA
"64029","KIN-00474",8927,NA,NA,NA
"64030","KIN-00477",8976,NA,NA,NA
"64031","KIN-00480",8928,NA,NA,NA
"64032","KIN-00488",8977,NA,NA,NA
"64033","KIN-00492",8929,NA,NA,NA
"64034","KIN-00548",8975,NA,NA,NA
"64035","KIN-00556",8984,NA,NA,NA
"64036","KIN-00574",8973,NA,NA,NA
"64037","KIN-00586",8985,NA,NA,NA
"64038","KIN-00588",8986,NA,NA,NA
"64039","KIN-00599",8987,NA,NA,NA
"64040","KIN-00610",8974,NA,NA,NA
"64041","KIN-00616",9003,NA,NA,NA
"64042","KIN-00623",9002,NA,NA,NA
"64043","KIN-00652",9004,NA,NA,NA
"64044","KIN-00815",12484,NA,NA,NA
"64045","KIN-00821",12490,NA,NA,NA
"64046","KIN-00832",12436,NA,NA,NA
"64047","KIN-00835",12438,NA,NA,NA
"64048","KIN-00837",12485,NA,NA,NA
"64049","KIN-00838",12486,NA,NA,NA
"64050","KIN-00841",12437,NA,NA,NA
"64051","KIN-00843",12434,NA,NA,NA
"64052","KIN-00850",12433,NA,NA,NA
"64053","KIN-00855",12494,NA,NA,NA
"64054","KIN-00860",12487,NA,NA,NA
"64055","KIN-00862",12496,NA,NA,NA
"64056","KIN-00863",12491,NA,NA,NA
"64057","KIN-00865",12492,NA,NA,NA
"64058","KIN-00868",12439,NA,NA,NA
"64059","KIN-00871",12488,NA,NA,NA
"64060","KIN-00872",12493,NA,NA,NA
"64061","KIN-00886",12489,NA,NA,NA
"64062","KIN-00892",12515,NA,NA,NA
"64063","KIN-00899",12483,NA,NA,NA
"64064","KIN-00901",12513,NA,NA,NA
"64065","KIN-00905",12495,NA,NA,NA
"64066","KIN-00908",12516,NA,NA,NA
"64067","KIN-00915",12517,NA,NA,NA
"64068","KIN-00918",12514,NA,NA,NA
"64069","KIN-05001",12512,NA,NA,NA
"64070","KUR-00706",10266,NA,NA,NA
"64071","KUR-00708",10247,NA,NA,NA
"64072","KUR-00714",10212,NA,NA,NA
"64073","KUR-00718",10215,NA,NA,NA
"64074","KUR-00725",10232,NA,NA,NA
"64075","KUR-00732",10268,NA,NA,NA
"64076","KUR-00734",10248,NA,NA,NA
"64077","KUR-00736",10216,NA,NA,NA
"64078","KUR-00741",10213,NA,NA,NA
"64079","KUR-00746",10217,NA,NA,NA
"64080","KUR-00748",10214,NA,NA,NA
"64081","KUR-00753",10267,NA,NA,NA
"64082","KUR-00754",10233,NA,NA,NA
"64083","KUR-00765",10218,NA,NA,NA
"64084","KUR-00770",10235,NA,NA,NA
"64085","KUR-00771",10249,NA,NA,NA
"64086","KUR-00779",10250,NA,NA,NA
"64087","KUR-00780",10251,NA,NA,NA
"64088","KUR-00781",10234,NA,NA,NA
"64089","KUR-04002",9116,NA,NA,NA
"64090","KUR-04003",9113,NA,NA,NA
"64091","KUR-04010",9114,NA,NA,NA
"64092","KUR-04011",9115,NA,NA,NA
"64093","KUR-04016",9118,NA,NA,NA
"64094","KUR-04017",9117,NA,NA,NA
"64095","KUR-04113",11341,NA,NA,NA
"64096","KUR-04115",11344,NA,NA,NA
"64097","KUR-04117",11342,NA,NA,NA
"64098","KUR-04130",11343,NA,NA,NA
"64099","LAN-01237",6267,NA,NA,NA
"64100","LAN-01246",6268,NA,NA,NA
"64101","LAN-01248",6248,NA,NA,NA
"64102","LAN-01254",6249,NA,NA,NA
"64103","LAN-01255",6266,NA,NA,NA
"64104","LAN-01263",6282,NA,NA,NA
